keyphrase;score
kanada_pärane;0.8721
Ameerika;0.847
Vene_maa;0.8441
Eesti;0.839
ameeriklane;0.8382
vahtra_lehe_maa;0.838
Soome;0.8332
Austraalia;0.8289
Kanada;0.8283
uus;0.8277
viina_pudel;0.8276
aasta;0.8274
loomulikult;0.8272
sellegi_poolest;0.8269
soomlane;0.8268
ira_ani;0.8263
ütlema;0.826
kahjuks;0.8256
tule_kahi;0.8256
viimane;0.8245
jää_hoki;0.824
kolmekuninga_päev;0.8233
rahvus_ringhääling;0.8222
maa_ilma_meistri_võistlus;0.8222
vastas_seis;0.8222
natuke;0.8221
maa_ilma_meister;0.8221
eba_oluline;0.822
ees_linn;0.8219
hääl;0.8216
uudis;0.8215
aru_saamat;0.8213
tähe_lend;0.8209
tähele_panu;0.8207
nimelt;0.8206
lõpp;0.8206
mängima;0.8202
Lähis-Ida;0.82
soovima;0.8199
pärit_olu;0.8198
esitatud;0.8186
suurim;0.8182
kaks;0.8179
ilmselt;0.8178
kinnitama;0.8176
finaal_mäng;0.8175
üldse;0.8167
Rootsi;0.8166
kuulane;0.8165
üksinda;0.8161
õnn;0.8158
ootama;0.8156
kodanik;0.8155
suurem;0.8155
aja_lugu;0.8151
kummaliselt;0.815
Kuuba;0.8149
suur;0.8148
tõusma;0.8142
aastane;0.8139
mõtlema;0.8138
esimene;0.8137
süvenda=nu;0.8136
liider;0.8133
kuulus;0.8127
tooma;0.8127
lugu;0.8123
postitamine;0.8121
vaba_kaubandus_lepe;0.8118
kummardus;0.8116
kuumem;0.8114
otsus;0.8114
õppisin;0.8112
alustama;0.8111
löök;0.811
käsk;0.8104
lisamine;0.8101
nädal;0.8097
kõrge;0.8097
näitama;0.8095
tüdruk_sõber;0.809
hoki;0.8087
kase_kamp;0.8082
laul_jatar;0.8079
arvama;0.8079
tugev;0.8078
vastu_löök;0.8077
kärpis;0.8077
elu;0.8077
mängu_film;0.8074
hiilgav;0.8073
sära_vaim;0.8073
jõulud;0.8072
hõimu_rahvas;0.8071
arvas;0.8069
osa;0.8068
põnev;0.8066
reklaami_paus;0.8063
kaal;0.8063
põhjus;0.8063
mõjutamine;0.8061
poliitiline;0.8058
laulja;0.8057
kasvama;0.8054
hea;0.8052
tegelema;0.805
maa_ilm;0.8048
andma;0.8047
taga_järg;0.8045
stiil;0.8042
nimi;0.8039
turvalisem;0.8038
niigi;0.8038
hiiglaslik;0.8038
kodu;0.8036
eriti;0.8035
pakkuma;0.8034
tekitama;0.8033
muusika_pala;0.803
rõõm;0.803
ala=nud;0.8029
keha_stab;0.8029
liit;0.8018
vastus;0.8017
kana;0.8015
põhjendus;0.8014
konflikti_oht;0.8011
liitlane;0.8011
kinnis_vara_arendaja;0.801
tapma;0.8007
püüdma;0.8006
saade;0.8005
šiibis;0.8
kuld;0.7995
vähene;0.7987
tõsine;0.7986
sobilik;0.7985
neli;0.798
rivaliteet;0.7975
jätma;0.7974
tohtima;0.7974
šamaan;0.797
vähendama;0.7964
kärbit;0.7963
kord;0.7954
köitma;0.7953
televisioon;0.7949
vaheline;0.7949
;0.794
kahtlemata;0.7939
vana;0.7936
paistma;0.7929
sundima;0.7926
senjorii;0.7925
hitt;0.7924
turvalisus;0.7922
Raadio;0.7921
piirkond;0.791
õppis;0.7909
komme;0.7908
juunior;0.7906
popiidol;0.7898
outu_besi;0.7898
värving;0.7892
pahane;0.7891
Iraan;0.7889
sibyysii;0.7884
uudine;0.7883
hetk;0.7881
rivaal;0.788
kaader;0.7862
pingeline;0.7853
kanat;0.7851
aeg;0.7845
kaotama;0.7839
USA;0.7838
siduma;0.7838
kanal;0.7837
karm;0.7826
äpp;0.7796
Andres;0.7793
elama;0.7783
mulje;0.7775
maksma;0.777
möllav;0.7755
astuma;0.7752
pronks;0.7746
usutav;0.7733
pea_minister;0.7729
torontos;0.7686
programm;0.766
lonald;0.766
NATO;0.7654
30;0.7641
kindral;0.7634
karst;0.7627
trump;0.7617
New;0.7575
Camilla;0.7572
York;0.7485
