Keyword;Score
eesti;0.010366503011120753
ütlema;0.010350454163078266
aasta;0.008764913516019577
helilooja;0.008300253051993315
asi;0.007737026463430981
teos;0.006823201732076907
festival;0.006725794042466806
inimene;0.006554994384867899
mõte;0.006215664383547226
muusika;0.006209402174458762
kontsert;0.005798731079539833
tegelikult;0.00539997267769538
arvama;0.005072851205736659
aeg;0.004806368696449549
hea;0.004800614190398357
päev;0.004741729198164899
publik;0.0038325679120676448
kuulama;0.0036618721691317
uus;0.003646962152750425
erinev;0.0035254329406423477
vaatama;0.0032898476864961315
tahtma;0.003284575495934409
noor;0.0032577066055858423
lihtsalt;0.0032467332164064573
jääma;0.003214366908424505
film;0.003132522350300721
pilt;0.0029050441841542225
mulje;0.0028498846962533467
oluline;0.002845980491650178
autor;0.0028237861597179494
võtma;0.002815444277282535
tunne;0.002804101626842004
ooper;0.0027718183259640835
tunduma;0.0026080501569800793
muusik;0.002565830670112429
töö;0.002563449368143851
kindlasti;0.0025069869417780654
juht;0.0024948416821929907
lugu;0.002444016561644743
rääkima;0.002437182922614864
mängima;0.0024037605035903626
mõtlema;0.0023883801028232003
vorm;0.0023721792379356454
näiteks;0.0023615021861807506
toimuma;0.0022916558049484296
teadma;0.002287878027204756
muutuma;0.0022543938329938323
maailm;0.002239517646863853
nägema;0.0022312003558645614
küsimus;0.0022293147974025403
kuulma;0.002151429272519861
tegemine;0.002110595210620647
natukene;0.0021056235859839762
sageli;0.0020958178038418982
jõudma;0.0020955146524486183
nii-öelda;0.0020597160401968164
ansambel;0.002056031630170372
suur;0.00204954709708643
väike;0.002049029459589952
kontseptsioon;0.002032071978989196
helilooming;0.002028926647355643
sisuline;0.0020088122200740497
ragnar;0.001981416558058762
tänavune;0.001932726404624362
püüdma;0.001900199897020073
õppima;0.0018830785420092043
selge;0.0018819082472580108
kokkulepe;0.0018672227657545203
teema;0.001857180494965688
huvitav;0.0018460208741963296
pilk;0.0018277234118855418
andma;0.0018203929326625634
viimane;0.001770620944613676
hetk;0.001762308497317419
viin;0.0017534650751466706
hoone;0.0017460614836931892
tundma;0.001743969352386924
võimalik;0.0017432050776852426
üldse;0.0017431933449401794
traditsioon;0.0017356562716741581
suurem;0.001732869714626933
steinway;0.001703485490130953
tegutsema;0.001676157234437204
leidma;0.0016661913162321956
orkestrant;0.001663739520608849
kirjutama;0.0016630965325093742
vähem;0.0016411672500739301
paulson;0.0016376531866760114
varem;0.001618963484573399
puudutama;0.0015763724404387381
auhind;0.0015702652529911443
jätma;0.0015554967159246928
idee;0.0015532474022395936
tartu;0.0015499596718993106
tamberg;0.0015372925415179097
käima;0.001531201934990854
juhtuma;0.001508226574343505
intervjuu;0.001446941409105002
jälle;0.0014219357721774063
loomulikult;0.0014075233614436738
tekkima;0.0014053226109492546
nõus;0.0014005036450797333
rõõmustama;0.0013977471335711359
põhjus;0.0013976588800684454
kolm;0.001392054881544507
eriti;0.0013871830692127045
eino;0.001368600707473006
riik;0.0013627901111212496
tähendama;0.0013607958570052818
kultuur;0.001359334199541829
kord;0.0013550014993475312
käsi;0.0013416424307077677
lähenemine;0.0013397767023433647
õnnelik;0.0013366193033526824
aspekt;0.0013317610880632666
tõepoolest;0.0013288058353195587
ameerika;0.0013267136143448562
põnev;0.001325531046101557
külaline;0.0013214220876565173
klaveripala;0.001303886048886896
tudeng;0.0013004774225351039
esile;0.0012971977452445446
kaks;0.0012959857503969509
aastane;0.001295346720264735
orkester;0.0012880356825872641
saavutama;0.0012831920532695499
astuma;0.0012830757393887144
paremini;0.0012778711970013918
raske;0.001276563537095227
teatud;0.0012660089225441172
jälgima;0.0012642383558821742
müügisaal;0.0012620697055045526
kava;0.0012585372345817667
perspektiiv;0.0012565929955173187
muusikaelu;0.0012445289500572954
metropolitan;0.0012260622598061425
suurvorm;0.0012230918321149632
dominant;0.0012221293162843275
esimene;0.0012123858476249902
looming;0.0012117955014921788
mõju;0.0012096697030236565
pärt;0.001204676276414337
siinne;0.001197355512453318
vahend;0.001196907411968531
täpselt;0.0011936670601636948
ettekanne;0.001191638358535136
tõnis;0.0011907849502566688
pakkuma;0.001189768306808175
vanem;0.0011882831782876464
seisukoht;0.0011809139572115622
hästi;0.0011797562164187682
välismaine;0.0011739875758656592
märkama;0.001172381589727537
samamoodi;0.001166920607025509
jätkama;0.001159379174652128
hindama;0.0011576225711833258
mängulisus;0.0011552914694220135
interpretatsioon;0.0011507232789788081
toimuv;0.0011442840453458208
küsima;0.0011351247778486554
laureaat;0.0011321551359992337
kuus;0.0011223096849061827
esiettekanne;0.0011144652649263786
koht;0.0011049901537061875
natuke;0.001104271522959647
nädal;0.0010986276711125675
helena;0.0010956252398082154
tallinn;0.0010951875782983884
kutsuma;0.0010942760377631198
wolfgang;0.0010881164408157984
interpreet;0.001087789750303577
rada;0.0010789066209327145
institutsioon;0.0010730844285207848
pärit;0.0010714226835517753
suhe;0.0010602945231603662
firma;0.001059295089587269
saade;0.001036941256084772
surema;0.0010369203491620237
tugev;0.00103612542014661
kasutama;0.0010297787287880764
